"Year","State","State ANSI","Totals","Process Market","Fresh Market","Metric","Value","CV (%)"
2016,"SOUTH DAKOTA","46","PRODUCTION","","","CWT",42,"32.4"
2016,"SOUTH DAKOTA","46","SALES","","","$",NA,"(D)"
2016,"SOUTH DAKOTA","46","SALES","","","CWT",42,"32.4"
2016,"SOUTH DAKOTA","46","","","OPERATIONS WITH SALES","",4,"32.9"
2016,"SOUTH DAKOTA","46","","","SALES","$",NA,"(D)"
2016,"SOUTH DAKOTA","46","","","SALES","CWT",42,"32.9"
2016,"TENNESSEE","47","OPERATIONS WITH SALES","","","",7,"13.6"
2016,"TENNESSEE","47","PRODUCTION","","","CWT",374,"25"
2016,"TENNESSEE","47","SALES","","","$",NA,"23.1"
2016,"TENNESSEE","47","SALES","","","CWT",374,"25"
2016,"TENNESSEE","47","","","OPERATIONS WITH SALES","",7,"13.6"
2016,"TENNESSEE","47","","","SALES","$",NA,"(D)"
2016,"TENNESSEE","47","","","SALES","CWT",NA,"(D)"
2016,"TENNESSEE","47","","OPERATIONS WITH SALES","","",1,"44.3"
2016,"TENNESSEE","47","","SALES","","$",NA,"(D)"
2016,"TENNESSEE","47","","SALES","","CWT",NA,"(D)"
2016,"TEXAS","48","OPERATIONS WITH SALES","","","",5,"24.2"
2016,"TEXAS","48","PRODUCTION","","","CWT",29,"27"
2016,"TEXAS","48","SALES","","","$",NA,"(D)"
2016,"TEXAS","48","SALES","","","CWT",29,"27"
2016,"TEXAS","48","","","OPERATIONS WITH SALES","",5,"24.2"
2016,"TEXAS","48","","","SALES","$",NA,"(D)"
2016,"TEXAS","48","","","SALES","CWT",29,"27"
2016,"UTAH","49","OPERATIONS WITH SALES","","","",2,"22.8"
2016,"UTAH","49","PRODUCTION","","","CWT",NA,"(D)"
2016,"UTAH","49","SALES","","","$",NA,"(D)"
2016,"UTAH","49","SALES","","","CWT",NA,"(D)"
2016,"UTAH","49","","","OPERATIONS WITH SALES","",2,"22.8"
2016,"UTAH","49","","","SALES","$",NA,"(D)"
2016,"UTAH","49","","","SALES","CWT",NA,"(D)"
2016,"VERMONT","50","OPERATIONS WITH SALES","","","",36,"10.8"
2016,"VERMONT","50","PRODUCTION","","","CWT",NA,"21.7"
2016,"VERMONT","50","SALES","","","$",NA,"20.7"
2016,"VERMONT","50","SALES","","","CWT",NA,"21.7"
2016,"VERMONT","50","","","OPERATIONS WITH SALES","",36,"10.8"
2016,"VERMONT","50","","","SALES","$",NA,"20.7"
2016,"VERMONT","50","","","SALES","CWT",NA,"21.7"
2016,"VIRGINIA","51","OPERATIONS WITH SALES","","","",5,"13.6"
2016,"VIRGINIA","51","PRODUCTION","","","CWT",49,"25"
2016,"VIRGINIA","51","SALES","","","$",NA,"23.1"
2016,"VIRGINIA","51","SALES","","","CWT",49,"25"
2016,"VIRGINIA","51","","","OPERATIONS WITH SALES","",5,"13.6"
2016,"VIRGINIA","51","","","SALES","$",NA,"23.2"
2016,"VIRGINIA","51","","","SALES","CWT",49,"25.1"
2016,"WASHINGTON","53","OPERATIONS WITH SALES","","","",52,"5.3"
2016,"WASHINGTON","53","PRODUCTION","","","CWT",NA,"23.4"
2016,"WASHINGTON","53","SALES","","","$",NA,"22.3"
2016,"WASHINGTON","53","SALES","","","CWT",NA,"23.4"
2016,"WASHINGTON","53","","","OPERATIONS WITH SALES","",52,"5.3"
2016,"WASHINGTON","53","","","SALES","$",NA,"(D)"
2016,"WASHINGTON","53","","","SALES","CWT",NA,"24.2"
2016,"WASHINGTON","53","","OPERATIONS WITH SALES","","",6,"21.2"
2016,"WASHINGTON","53","","SALES","","$",NA,"(D)"
2016,"WASHINGTON","53","","SALES","","CWT",335,"49.5"
2016,"WISCONSIN","55","OPERATIONS WITH SALES","","","",39,"10.8"
2016,"WISCONSIN","55","PRODUCTION","","","CWT",442,"8.4"
2016,"WISCONSIN","55","SALES","","","$",NA,"11.7"
2016,"WISCONSIN","55","SALES","","","CWT",442,"8.5"
2016,"WISCONSIN","55","","","OPERATIONS WITH SALES","",39,"10.8"
2016,"WISCONSIN","55","","","SALES","$",NA,"11.7"
2016,"WISCONSIN","55","","","SALES","CWT",442,"8.5"
